zip_code,week_of_vaccination,partially_vaccinated,fully_vaccinated,boosted,annotation,etl_timestamp,objectid
19118,9/19/2021 12:00:00 AM,6,12,62,,2023/11/16 13:10:00+00,3054
19102,11/14/2021 12:00:00 AM,48,17,133,,2023/11/16 13:10:00+00,3055
19135,3/7/2021 12:00:00 AM,44,265,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3056
19147,1/16/2022 12:00:00 AM,147,111,391,,2023/11/16 13:10:00+00,3057
19120,7/3/2022 12:00:00 AM,24,43,47,,2023/11/16 13:10:00+00,3058
19147,9/5/2021 12:00:00 AM,36,160,73,,2023/11/16 13:10:00+00,3059
19140,7/25/2021 12:00:00 AM,55,260,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3060
19135,4/4/2021 12:00:00 AM,58,1081,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3061
19128,6/20/2021 12:00:00 AM,11,187,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3062
19137,10/31/2021 12:00:00 AM,8,34,104,,2023/11/16 13:10:00+00,3063
19121,1/9/2022 12:00:00 AM,168,199,383,,2023/11/16 13:10:00+00,3064
19141,5/23/2021 12:00:00 AM,34,521,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3065
19106,3/14/2021 12:00:00 AM,19,387,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3066
19131,12/19/2021 12:00:00 AM,91,141,489,,2023/11/16 13:10:00+00,3067
19140,3/21/2021 12:00:00 AM,114,1443,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3068
19130,6/13/2021 12:00:00 AM,18,145,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3069
19130,4/17/2022 12:00:00 AM,25,22,45,,2023/11/16 13:10:00+00,3070
19147,12/6/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3071
19123,8/8/2021 12:00:00 AM,15,80,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3072
19147,11/7/2021 12:00:00 AM,227,118,1040,,2023/11/16 13:10:00+00,3073
19124,5/29/2022 12:00:00 AM,22,30,68,,2023/11/16 13:10:00+00,3074
19103,8/22/2021 12:00:00 AM,39,58,173,,2023/11/16 13:10:00+00,3075
19127,3/6/2022 12:00:00 AM,,7,12,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3076
19116,4/4/2021 12:00:00 AM,108,1675,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3077
19144,3/13/2022 12:00:00 AM,26,64,77,,2023/11/16 13:10:00+00,3078
19116,3/7/2021 12:00:00 AM,44,497,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3079
19122,10/17/2021 12:00:00 AM,23,102,135,,2023/11/16 13:10:00+00,3080
19149,7/24/2022 12:00:00 AM,70,28,53,,2023/11/16 13:10:00+00,3081
19121,11/14/2021 12:00:00 AM,150,189,423,,2023/11/16 13:10:00+00,3082
19103,7/3/2022 12:00:00 AM,30,11,14,,2023/11/16 13:10:00+00,3083
19119,9/12/2021 12:00:00 AM,14,94,39,,2023/11/16 13:10:00+00,3084
19128,5/22/2022 12:00:00 AM,31,31,76,,2023/11/16 13:10:00+00,3085
19154,12/12/2021 12:00:00 AM,110,161,709,,2023/11/16 13:10:00+00,3086
19129,7/17/2022 12:00:00 AM,36,19,17,,2023/11/16 13:10:00+00,3087
19124,5/23/2021 12:00:00 AM,93,1166,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3088
19132,6/27/2021 12:00:00 AM,18,221,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3089
19149,1/3/2021 12:00:00 AM,23,58,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3090
19152,10/31/2021 12:00:00 AM,76,144,565,,2023/11/16 13:10:00+00,3091
19154,12/19/2021 12:00:00 AM,100,116,477,,2023/11/16 13:10:00+00,3092
19144,1/9/2022 12:00:00 AM,142,231,547,,2023/11/16 13:10:00+00,3093
19125,3/21/2021 12:00:00 AM,80,1330,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3094
19107,7/4/2021 12:00:00 AM,14,56,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3095
19111,4/25/2021 12:00:00 AM,157,1334,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3096
19103,2/21/2021 12:00:00 AM,39,768,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3097
19112,5/30/2021 12:00:00 AM,,22,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3098
19103,12/26/2021 12:00:00 AM,125,40,240,,2023/11/16 13:10:00+00,3099
19146,10/10/2021 12:00:00 AM,88,149,511,,2023/11/16 13:10:00+00,3100
19127,2/20/2022 12:00:00 AM,6,,10,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3101
19150,8/7/2022 12:00:00 AM,6,,8,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3102
19114,5/8/2022 12:00:00 AM,16,25,36,,2023/11/16 13:10:00+00,3103
19130,12/26/2021 12:00:00 AM,142,66,413,,2023/11/16 13:10:00+00,3104
19147,7/10/2022 12:00:00 AM,128,40,59,,2023/11/16 13:10:00+00,3105
19138,4/10/2022 12:00:00 AM,14,44,48,,2023/11/16 13:10:00+00,3106
19141,1/2/2022 12:00:00 AM,95,195,364,,2023/11/16 13:10:00+00,3107
19114,2/20/2022 12:00:00 AM,26,69,66,,2023/11/16 13:10:00+00,3108
19121,5/30/2021 12:00:00 AM,29,373,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3109
19127,5/8/2022 12:00:00 AM,,,8,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3110
19114,7/31/2022 12:00:00 AM,10,12,21,,2023/11/16 13:10:00+00,3111
19139,8/7/2022 12:00:00 AM,14,10,13,,2023/11/16 13:10:00+00,3112
19123,5/9/2021 12:00:00 AM,98,646,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3113
19146,11/28/2021 12:00:00 AM,286,555,1151,,2023/11/16 13:10:00+00,3114
19118,1/17/2021 12:00:00 AM,6,53,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3115
19145,8/22/2021 12:00:00 AM,44,281,30,,2023/11/16 13:10:00+00,3116
19128,2/20/2022 12:00:00 AM,25,45,87,,2023/11/16 13:10:00+00,3117
19149,10/10/2021 12:00:00 AM,94,337,271,,2023/11/16 13:10:00+00,3118
19104,4/10/2022 12:00:00 AM,51,49,84,,2023/11/16 13:10:00+00,3119
19111,6/26/2022 12:00:00 AM,32,35,69,,2023/11/16 13:10:00+00,3120
19145,5/9/2021 12:00:00 AM,76,1612,10,,2023/11/16 13:10:00+00,3121
19126,3/6/2022 12:00:00 AM,12,35,33,,2023/11/16 13:10:00+00,3122
19125,5/29/2022 12:00:00 AM,,10,24,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3123
19102,8/22/2021 12:00:00 AM,8,16,31,,2023/11/16 13:10:00+00,3124
19131,4/17/2022 12:00:00 AM,32,50,82,,2023/11/16 13:10:00+00,3125
19146,11/7/2021 12:00:00 AM,311,200,1040,,2023/11/16 13:10:00+00,3126
19146,12/6/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3127
19122,8/8/2021 12:00:00 AM,28,88,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3128
19147,12/19/2021 12:00:00 AM,247,142,887,,2023/11/16 13:10:00+00,3129
19141,10/31/2021 12:00:00 AM,40,205,352,,2023/11/16 13:10:00+00,3130
19146,6/13/2021 12:00:00 AM,25,321,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3131
19136,3/21/2021 12:00:00 AM,78,1046,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3132
19129,1/31/2021 12:00:00 AM,,148,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3133
19137,5/23/2021 12:00:00 AM,8,82,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3134
19114,7/4/2021 12:00:00 AM,12,154,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3135
19121,6/27/2021 12:00:00 AM,22,188,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3136
19104,5/16/2021 12:00:00 AM,79,1564,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3137
19102,4/25/2021 12:00:00 AM,16,191,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3138
19138,7/4/2021 12:00:00 AM,16,180,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3139
19121,5/2/2021 12:00:00 AM,68,1235,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3140
19116,7/17/2022 12:00:00 AM,24,19,32,,2023/11/16 13:10:00+00,3141
19128,5/16/2021 12:00:00 AM,48,825,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3142
19136,6/12/2022 12:00:00 AM,12,26,33,,2023/11/16 13:10:00+00,3143
19153,3/20/2022 12:00:00 AM,,10,24,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3144
19132,5/1/2022 12:00:00 AM,19,22,54,,2023/11/16 13:10:00+00,3145
19149,2/6/2022 12:00:00 AM,189,394,306,,2023/11/16 13:10:00+00,3146
19121,8/22/2021 12:00:00 AM,37,181,19,,2023/11/16 13:10:00+00,3147
19149,2/7/2021 12:00:00 AM,32,257,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3148
19106,5/29/2022 12:00:00 AM,,14,21,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3149
19122,11/28/2021 12:00:00 AM,124,106,354,,2023/11/16 13:10:00+00,3150
19152,12/19/2021 12:00:00 AM,151,118,519,,2023/11/16 13:10:00+00,3151
19154,10/31/2021 12:00:00 AM,91,132,691,,2023/11/16 13:10:00+00,3152
19122,5/23/2021 12:00:00 AM,18,304,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3153
19134,6/27/2021 12:00:00 AM,64,528,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3154
19153,6/13/2021 12:00:00 AM,10,169,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3155
19123,3/21/2021 12:00:00 AM,48,921,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3156
19118,5/2/2021 12:00:00 AM,18,398,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3157
19111,5/16/2021 12:00:00 AM,114,1690,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3158
19142,1/9/2022 12:00:00 AM,116,168,383,,2023/11/16 13:10:00+00,3159
19149,6/13/2021 12:00:00 AM,109,1046,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3160
19111,5/1/2022 12:00:00 AM,28,53,60,,2023/11/16 13:10:00+00,3161
19135,7/17/2022 12:00:00 AM,30,19,47,,2023/11/16 13:10:00+00,3162
19139,3/21/2021 12:00:00 AM,60,1469,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3163
19151,6/20/2021 12:00:00 AM,12,260,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3164
19126,1/31/2021 12:00:00 AM,11,140,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3165
19138,5/23/2021 12:00:00 AM,32,485,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3166
19148,12/19/2021 12:00:00 AM,218,240,938,,2023/11/16 13:10:00+00,3167
19144,4/11/2021 12:00:00 AM,101,1301,13,,2023/11/16 13:10:00+00,3168
19144,4/3/2022 12:00:00 AM,18,60,81,,2023/11/16 13:10:00+00,3169
19115,6/12/2022 12:00:00 AM,9,28,38,,2023/11/16 13:10:00+00,3170
19102,5/2/2021 12:00:00 AM,34,380,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3171
19139,8/15/2021 12:00:00 AM,41,284,20,,2023/11/16 13:10:00+00,3172
19112,4/24/2022 12:00:00 AM,6,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3173
19144,9/12/2021 12:00:00 AM,41,281,51,,2023/11/16 13:10:00+00,3174
19113,3/28/2021 12:00:00 AM,,7,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3175
19114,7/24/2022 12:00:00 AM,24,17,38,,2023/11/16 13:10:00+00,3176
19109,12/12/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3177
19139,9/5/2021 12:00:00 AM,23,281,20,,2023/11/16 13:10:00+00,3178
19119,3/13/2022 12:00:00 AM,8,17,42,,2023/11/16 13:10:00+00,3179
19131,1/30/2022 12:00:00 AM,93,241,301,,2023/11/16 13:10:00+00,3180
19139,1/16/2022 12:00:00 AM,150,216,490,,2023/11/16 13:10:00+00,3181
19150,8/22/2021 12:00:00 AM,11,164,11,,2023/11/16 13:10:00+00,3182
19153,11/28/2021 12:00:00 AM,21,73,180,,2023/11/16 13:10:00+00,3183
19129,6/6/2021 12:00:00 AM,10,123,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3184
19138,2/6/2022 12:00:00 AM,66,223,127,,2023/11/16 13:10:00+00,3185
19138,2/7/2021 12:00:00 AM,30,209,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3186
19114,11/7/2021 12:00:00 AM,83,98,530,,2023/11/16 13:10:00+00,3187
19146,10/17/2021 12:00:00 AM,101,135,512,,2023/11/16 13:10:00+00,3188
19120,3/13/2022 12:00:00 AM,52,127,132,,2023/11/16 13:10:00+00,3189
19107,7/25/2021 12:00:00 AM,7,43,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3190
19148,1/23/2022 12:00:00 AM,143,315,480,,2023/11/16 13:10:00+00,3191
19132,2/27/2022 12:00:00 AM,43,134,88,,2023/11/16 13:10:00+00,3192
19130,12/12/2021 12:00:00 AM,288,132,877,,2023/11/16 13:10:00+00,3193
19145,11/14/2021 12:00:00 AM,172,177,945,,2023/11/16 13:10:00+00,3194
19149,5/22/2022 12:00:00 AM,42,50,69,,2023/11/16 13:10:00+00,3195
19125,3/13/2022 12:00:00 AM,6,16,34,,2023/11/16 13:10:00+00,3196
19102,7/25/2021 12:00:00 AM,,9,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3197
19143,10/17/2021 12:00:00 AM,94,351,390,,2023/11/16 13:10:00+00,3198
19128,7/24/2022 12:00:00 AM,80,47,60,,2023/11/16 13:10:00+00,3199
19135,12/12/2021 12:00:00 AM,96,166,467,,2023/11/16 13:10:00+00,3200
19140,11/14/2021 12:00:00 AM,101,264,555,,2023/11/16 13:10:00+00,3201
19137,2/27/2022 12:00:00 AM,6,22,11,,2023/11/16 13:10:00+00,3202
19139,8/29/2021 12:00:00 AM,36,261,17,,2023/11/16 13:10:00+00,3203
19132,2/20/2022 12:00:00 AM,41,145,101,,2023/11/16 13:10:00+00,3204
19116,12/26/2021 12:00:00 AM,117,106,440,,2023/11/16 13:10:00+00,3205
19153,10/10/2021 12:00:00 AM,12,78,77,,2023/11/16 13:10:00+00,3206
19145,8/7/2022 12:00:00 AM,15,16,24,,2023/11/16 13:10:00+00,3207
19107,5/30/2021 12:00:00 AM,15,145,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3208
19140,12/5/2021 12:00:00 AM,136,356,660,,2023/11/16 13:10:00+00,3209
19138,10/10/2021 12:00:00 AM,34,235,180,,2023/11/16 13:10:00+00,3210
19134,5/9/2021 12:00:00 AM,112,1259,8,,2023/11/16 13:10:00+00,3211
19103,7/31/2022 12:00:00 AM,44,24,15,,2023/11/16 13:10:00+00,3212
19107,7/18/2021 12:00:00 AM,12,34,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3213
19107,12/5/2021 12:00:00 AM,178,112,439,,2023/11/16 13:10:00+00,3214
19151,12/26/2021 12:00:00 AM,63,115,361,,2023/11/16 13:10:00+00,3215
19118,5/9/2021 12:00:00 AM,12,367,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3216
19114,10/10/2021 12:00:00 AM,33,140,325,,2023/11/16 13:10:00+00,3217
19140,5/30/2021 12:00:00 AM,67,683,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3218
19146,5/8/2022 12:00:00 AM,23,35,55,,2023/11/16 13:10:00+00,3219
19126,7/10/2022 12:00:00 AM,18,18,14,,2023/11/16 13:10:00+00,3220
19102,8/7/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3221
19120,1/2/2022 12:00:00 AM,299,443,927,,2023/11/16 13:10:00+00,3222
19136,1/10/2021 12:00:00 AM,10,70,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3223
19116,8/22/2021 12:00:00 AM,21,195,57,,2023/11/16 13:10:00+00,3224
19125,4/17/2022 12:00:00 AM,22,25,29,,2023/11/16 13:10:00+00,3225
19136,8/8/2021 12:00:00 AM,36,194,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3226
19131,5/29/2022 12:00:00 AM,13,24,57,,2023/11/16 13:10:00+00,3227
19139,10/3/2021 12:00:00 AM,52,299,155,,2023/11/16 13:10:00+00,3228
19119,3/27/2022 12:00:00 AM,11,36,45,,2023/11/16 13:10:00+00,3229
19132,3/6/2022 12:00:00 AM,32,76,57,,2023/11/16 13:10:00+00,3230
19115,11/28/2021 12:00:00 AM,124,214,686,,2023/11/16 13:10:00+00,3231
19143,12/27/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3232
19152,11/7/2021 12:00:00 AM,80,143,574,,2023/11/16 13:10:00+00,3233
19124,8/22/2021 12:00:00 AM,87,561,38,,2023/11/16 13:10:00+00,3234
19139,5/15/2022 12:00:00 AM,24,47,66,,2023/11/16 13:10:00+00,3235
19127,11/28/2021 12:00:00 AM,54,29,182,,2023/11/16 13:10:00+00,3236
19104,8/8/2021 12:00:00 AM,29,197,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3237
19103,5/29/2022 12:00:00 AM,22,18,48,,2023/11/16 13:10:00+00,3238
19137,10/10/2021 12:00:00 AM,13,38,46,,2023/11/16 13:10:00+00,3239
19121,8/7/2022 12:00:00 AM,8,6,6,,2023/11/16 13:10:00+00,3240
19115,1/10/2021 12:00:00 AM,15,115,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3241
19103,1/2/2022 12:00:00 AM,137,55,274,,2023/11/16 13:10:00+00,3242
19124,12/5/2021 12:00:00 AM,171,417,855,,2023/11/16 13:10:00+00,3243
19114,4/24/2022 12:00:00 AM,16,22,52,,2023/11/16 13:10:00+00,3244
19115,3/28/2021 12:00:00 AM,57,1469,8,,2023/11/16 13:10:00+00,3245
19137,1/30/2022 12:00:00 AM,13,60,38,,2023/11/16 13:10:00+00,3246
19103,8/29/2021 12:00:00 AM,36,64,150,,2023/11/16 13:10:00+00,3247
19138,7/25/2021 12:00:00 AM,25,139,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3248
19142,9/12/2021 12:00:00 AM,38,216,15,,2023/11/16 13:10:00+00,3249
19148,1/31/2021 12:00:00 AM,14,378,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3250
19111,3/14/2021 12:00:00 AM,158,1081,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3251
19118,10/24/2021 12:00:00 AM,47,21,379,,2023/11/16 13:10:00+00,3252
19107,7/11/2021 12:00:00 AM,9,61,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3253
19118,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3254
19112,2/28/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3255
19120,10/31/2021 12:00:00 AM,139,402,751,,2023/11/16 13:10:00+00,3256
19136,1/9/2022 12:00:00 AM,128,161,430,,2023/11/16 13:10:00+00,3257
19140,6/27/2021 12:00:00 AM,31,464,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3258
19126,12/19/2021 12:00:00 AM,45,50,239,,2023/11/16 13:10:00+00,3259
19127,6/13/2021 12:00:00 AM,,37,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3260
19114,11/29/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3261
19106,5/30/2021 12:00:00 AM,,92,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3262
19144,8/7/2022 12:00:00 AM,11,,12,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3263
19152,10/10/2021 12:00:00 AM,71,161,345,,2023/11/16 13:10:00+00,3264
19133,2/20/2022 12:00:00 AM,30,101,76,,2023/11/16 13:10:00+00,3265
19141,12/5/2021 12:00:00 AM,76,136,454,,2023/11/16 13:10:00+00,3266
19103,5/16/2021 12:00:00 AM,34,513,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3267
19126,6/27/2021 12:00:00 AM,,95,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3268
19140,12/19/2021 12:00:00 AM,115,179,605,,2023/11/16 13:10:00+00,3269
19146,10/31/2021 12:00:00 AM,198,168,868,,2023/11/16 13:10:00+00,3270
19130,5/23/2021 12:00:00 AM,19,351,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3271
19150,1/9/2022 12:00:00 AM,67,91,374,,2023/11/16 13:10:00+00,3272
19141,6/13/2021 12:00:00 AM,29,306,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3273
19131,3/21/2021 12:00:00 AM,51,1324,6,,2023/11/16 13:10:00+00,3274
19119,5/1/2022 12:00:00 AM,19,28,44,,2023/11/16 13:10:00+00,3275
19113,7/4/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3276
19120,4/11/2021 12:00:00 AM,183,1807,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3277
19114,3/20/2022 12:00:00 AM,10,27,43,,2023/11/16 13:10:00+00,3278
19131,1/3/2021 12:00:00 AM,25,48,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3279
19118,2/28/2021 12:00:00 AM,25,340,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3280
19142,1/31/2021 12:00:00 AM,9,127,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3281
19151,7/17/2022 12:00:00 AM,39,21,31,,2023/11/16 13:10:00+00,3282
19120,4/3/2022 12:00:00 AM,38,100,104,,2023/11/16 13:10:00+00,3283
19135,6/20/2021 12:00:00 AM,22,337,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3284
19154,7/17/2022 12:00:00 AM,31,33,35,,2023/11/16 13:10:00+00,3285
19115,11/21/2021 12:00:00 AM,81,103,474,,2023/11/16 13:10:00+00,3286
19140,1/30/2022 12:00:00 AM,141,399,317,,2023/11/16 13:10:00+00,3287
19148,9/5/2021 12:00:00 AM,38,378,38,,2023/11/16 13:10:00+00,3288
19148,1/16/2022 12:00:00 AM,210,265,636,,2023/11/16 13:10:00+00,3289
19148,8/15/2021 12:00:00 AM,58,342,65,,2023/11/16 13:10:00+00,3290
19135,9/12/2021 12:00:00 AM,35,284,12,,2023/11/16 13:10:00+00,3291
19104,5/22/2022 12:00:00 AM,33,45,87,,2023/11/16 13:10:00+00,3292
19113,12/12/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3293
19111,2/27/2022 12:00:00 AM,38,132,147,,2023/11/16 13:10:00+00,3294
19151,4/4/2021 12:00:00 AM,48,1020,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3295
19144,7/3/2022 12:00:00 AM,21,16,40,,2023/11/16 13:10:00+00,3296
19123,9/5/2021 12:00:00 AM,17,99,23,,2023/11/16 13:10:00+00,3297
19123,1/16/2022 12:00:00 AM,60,64,157,,2023/11/16 13:10:00+00,3298
19103,3/13/2022 12:00:00 AM,14,7,24,,2023/11/16 13:10:00+00,3299
19147,2/13/2022 12:00:00 AM,43,87,84,,2023/11/16 13:10:00+00,3300
19124,7/25/2021 12:00:00 AM,66,331,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3301
19109,3/28/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3302
19123,8/15/2021 12:00:00 AM,31,85,18,,2023/11/16 13:10:00+00,3303
19151,3/7/2021 12:00:00 AM,42,504,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3304
19120,12/12/2021 12:00:00 AM,230,321,979,,2023/11/16 13:10:00+00,3305
19118,1/30/2022 12:00:00 AM,7,18,25,,2023/11/16 13:10:00+00,3306
19130,3/13/2022 12:00:00 AM,9,11,29,,2023/11/16 13:10:00+00,3307
19122,2/27/2022 12:00:00 AM,19,65,40,,2023/11/16 13:10:00+00,3308
19111,2/20/2022 12:00:00 AM,63,194,153,,2023/11/16 13:10:00+00,3309
19142,7/10/2022 12:00:00 AM,24,30,42,,2023/11/16 13:10:00+00,3310
19152,1/10/2021 12:00:00 AM,54,63,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3311
19135,12/26/2021 12:00:00 AM,60,131,333,,2023/11/16 13:10:00+00,3312
19144,1/2/2022 12:00:00 AM,124,210,537,,2023/11/16 13:10:00+00,3313
19122,5/8/2022 12:00:00 AM,8,18,25,,2023/11/16 13:10:00+00,3314
19128,6/26/2022 12:00:00 AM,24,24,34,,2023/11/16 13:10:00+00,3315
19124,5/30/2021 12:00:00 AM,77,1085,11,,2023/11/16 13:10:00+00,3316
19122,3/20/2022 12:00:00 AM,10,24,24,,2023/11/16 13:10:00+00,3317
19116,4/11/2021 12:00:00 AM,69,1064,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3318
19124,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3319
19147,6/12/2022 12:00:00 AM,18,21,111,,2023/11/16 13:10:00+00,3320
19116,4/3/2022 12:00:00 AM,17,54,55,,2023/11/16 13:10:00+00,3321
19143,5/1/2022 12:00:00 AM,46,55,81,,2023/11/16 13:10:00+00,3322
19149,7/4/2021 12:00:00 AM,85,615,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3323
19150,5/2/2021 12:00:00 AM,21,510,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3324
19124,10/24/2021 12:00:00 AM,107,374,497,,2023/11/16 13:10:00+00,3325
19107,1/3/2021 12:00:00 AM,16,249,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3326
19126,11/21/2021 12:00:00 AM,29,50,194,,2023/11/16 13:10:00+00,3327
19103,6/20/2021 12:00:00 AM,9,89,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3328
19107,4/24/2022 12:00:00 AM,14,21,30,,2023/11/16 13:10:00+00,3329
19124,1/30/2022 12:00:00 AM,174,515,352,,2023/11/16 13:10:00+00,3330
19106,3/28/2021 12:00:00 AM,114,711,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3331
19148,2/13/2022 12:00:00 AM,70,247,181,,2023/11/16 13:10:00+00,3332
19151,9/12/2021 12:00:00 AM,29,184,19,,2023/11/16 13:10:00+00,3333
19119,1/10/2021 12:00:00 AM,7,96,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3334
19104,7/18/2021 12:00:00 AM,21,151,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,3335
