zip_code,week_of_vaccination,partially_vaccinated,fully_vaccinated,boosted,annotation,etl_timestamp,objectid
19120,6/6/2021 12:00:00 AM,93,1249,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1210
19127,1/24/2021 12:00:00 AM,,56,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1211
19104,1/17/2021 12:00:00 AM,7,156,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1212
19114,10/24/2021 12:00:00 AM,79,116,665,,2023/11/16 13:10:00+00,1213
19133,6/20/2021 12:00:00 AM,21,257,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1214
19114,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1215
19126,4/11/2021 12:00:00 AM,35,543,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1216
19116,11/21/2021 12:00:00 AM,78,103,395,,2023/11/16 13:10:00+00,1217
19137,1/3/2021 12:00:00 AM,,10,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1218
19126,4/3/2022 12:00:00 AM,,28,31,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1219
19144,1/31/2021 12:00:00 AM,15,310,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1220
19119,6/6/2021 12:00:00 AM,15,413,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1221
19124,11/7/2021 12:00:00 AM,142,350,557,,2023/11/16 13:10:00+00,1222
19144,3/6/2022 12:00:00 AM,30,83,75,,2023/11/16 13:10:00+00,1223
19135,12/27/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1224
19153,4/17/2022 12:00:00 AM,12,19,22,,2023/11/16 13:10:00+00,1225
19140,8/8/2021 12:00:00 AM,72,356,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1226
19147,5/29/2022 12:00:00 AM,29,29,82,,2023/11/16 13:10:00+00,1227
19139,8/1/2021 12:00:00 AM,50,208,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1228
19116,6/19/2022 12:00:00 AM,12,14,17,,2023/11/16 13:10:00+00,1229
19151,5/15/2022 12:00:00 AM,13,35,42,,2023/11/16 13:10:00+00,1230
19115,8/1/2021 12:00:00 AM,16,125,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1231
19135,6/6/2021 12:00:00 AM,36,568,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1232
19122,2/14/2021 12:00:00 AM,11,120,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1233
19124,2/6/2022 12:00:00 AM,173,488,327,,2023/11/16 13:10:00+00,1234
19111,1/17/2021 12:00:00 AM,13,200,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1235
19143,3/27/2022 12:00:00 AM,47,88,115,,2023/11/16 13:10:00+00,1236
19127,9/26/2021 12:00:00 AM,,13,56,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1237
19136,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1238
19132,1/24/2021 12:00:00 AM,18,62,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1239
19124,2/7/2021 12:00:00 AM,32,258,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1240
19119,12/27/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1241
19137,6/5/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1242
19137,10/24/2021 12:00:00 AM,17,31,113,,2023/11/16 13:10:00+00,1243
19150,5/1/2022 12:00:00 AM,7,14,45,,2023/11/16 13:10:00+00,1244
19143,5/2/2021 12:00:00 AM,83,1801,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1245
19114,1/3/2021 12:00:00 AM,18,80,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1246
19128,7/11/2021 12:00:00 AM,8,124,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1247
19137,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1248
19154,6/12/2022 12:00:00 AM,,22,32,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1249
19131,3/20/2022 12:00:00 AM,35,71,76,,2023/11/16 13:10:00+00,1250
19135,11/21/2021 12:00:00 AM,36,98,266,,2023/11/16 13:10:00+00,1251
19119,1/9/2022 12:00:00 AM,93,113,447,,2023/11/16 13:10:00+00,1252
19109,12/19/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1253
19148,12/12/2021 12:00:00 AM,335,369,1310,,2023/11/16 13:10:00+00,1254
19144,8/29/2021 12:00:00 AM,29,260,45,,2023/11/16 13:10:00+00,1255
19134,5/22/2022 12:00:00 AM,28,47,73,,2023/11/16 13:10:00+00,1256
19130,1/23/2022 12:00:00 AM,65,45,153,,2023/11/16 13:10:00+00,1257
19113,11/7/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1258
19142,5/29/2022 12:00:00 AM,10,28,22,,2023/11/16 13:10:00+00,1259
19130,12/27/2020 12:00:00 AM,8,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1260
19138,1/17/2021 12:00:00 AM,9,69,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1261
19145,8/8/2021 12:00:00 AM,29,266,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1262
19121,11/7/2021 12:00:00 AM,94,186,366,,2023/11/16 13:10:00+00,1263
19141,3/6/2022 12:00:00 AM,29,71,70,,2023/11/16 13:10:00+00,1264
19114,7/25/2021 12:00:00 AM,19,102,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1265
19123,12/12/2021 12:00:00 AM,176,92,492,,2023/11/16 13:10:00+00,1266
19139,3/28/2021 12:00:00 AM,50,1741,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1267
19138,4/24/2022 12:00:00 AM,23,38,53,,2023/11/16 13:10:00+00,1268
19133,3/13/2022 12:00:00 AM,20,38,48,,2023/11/16 13:10:00+00,1269
19121,2/27/2022 12:00:00 AM,34,101,69,,2023/11/16 13:10:00+00,1270
19113,1/16/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1271
19112,5/23/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1272
19143,7/11/2021 12:00:00 AM,24,379,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1273
19128,5/2/2021 12:00:00 AM,55,1896,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1274
19131,7/4/2021 12:00:00 AM,18,211,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1275
19121,5/16/2021 12:00:00 AM,55,716,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1276
19135,2/21/2021 12:00:00 AM,14,163,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1277
19144,4/18/2021 12:00:00 AM,83,804,7,,2023/11/16 13:10:00+00,1278
19127,4/25/2021 12:00:00 AM,25,243,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1279
19113,3/21/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1280
19130,11/28/2021 12:00:00 AM,237,273,807,,2023/11/16 13:10:00+00,1281
19104,6/27/2021 12:00:00 AM,22,218,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1282
19116,3/21/2021 12:00:00 AM,72,1251,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1283
19153,2/28/2021 12:00:00 AM,20,185,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1284
19141,4/18/2021 12:00:00 AM,32,412,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1285
19109,1/31/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1286
19124,5/16/2021 12:00:00 AM,117,1582,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1287
19146,7/11/2021 12:00:00 AM,14,284,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1288
19122,4/25/2021 12:00:00 AM,72,633,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1289
19150,3/14/2021 12:00:00 AM,55,464,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1290
19134,7/4/2021 12:00:00 AM,50,459,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1291
19130,2/21/2021 12:00:00 AM,27,462,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1292
19111,7/3/2022 12:00:00 AM,19,27,42,,2023/11/16 13:10:00+00,1293
19129,9/19/2021 12:00:00 AM,9,46,30,,2023/11/16 13:10:00+00,1294
19146,12/12/2021 12:00:00 AM,355,260,1342,,2023/11/16 13:10:00+00,1295
19104,4/4/2021 12:00:00 AM,187,2968,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1296
19112,2/13/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1297
19130,10/17/2021 12:00:00 AM,75,83,345,,2023/11/16 13:10:00+00,1298
19133,11/14/2021 12:00:00 AM,61,167,204,,2023/11/16 13:10:00+00,1299
19104,3/7/2021 12:00:00 AM,97,525,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1300
19144,2/27/2022 12:00:00 AM,47,111,104,,2023/11/16 13:10:00+00,1301
19152,4/3/2022 12:00:00 AM,15,29,67,,2023/11/16 13:10:00+00,1302
19152,4/11/2021 12:00:00 AM,191,1418,6,,2023/11/16 13:10:00+00,1303
19138,6/27/2021 12:00:00 AM,19,207,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1304
19107,5/1/2022 12:00:00 AM,15,14,27,,2023/11/16 13:10:00+00,1305
19123,7/17/2022 12:00:00 AM,30,21,14,,2023/11/16 13:10:00+00,1306
19147,6/20/2021 12:00:00 AM,18,152,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1307
19130,1/31/2021 12:00:00 AM,16,572,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1308
19103,6/12/2022 12:00:00 AM,15,16,43,,2023/11/16 13:10:00+00,1309
19114,5/2/2021 12:00:00 AM,39,920,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1310
19143,1/3/2021 12:00:00 AM,9,91,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1311
19109,2/21/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1312
19153,10/24/2021 12:00:00 AM,18,72,194,,2023/11/16 13:10:00+00,1313
19127,5/2/2021 12:00:00 AM,17,491,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1314
19153,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1315
19130,6/12/2022 12:00:00 AM,14,11,44,,2023/11/16 13:10:00+00,1316
19151,11/21/2021 12:00:00 AM,46,93,297,,2023/11/16 13:10:00+00,1317
19134,5/1/2022 12:00:00 AM,24,39,58,,2023/11/16 13:10:00+00,1318
19103,1/31/2021 12:00:00 AM,20,491,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1319
19128,4/25/2021 12:00:00 AM,82,1170,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1320
19118,10/3/2021 12:00:00 AM,18,21,199,,2023/11/16 13:10:00+00,1321
19104,4/17/2022 12:00:00 AM,54,46,91,,2023/11/16 13:10:00+00,1322
19138,3/27/2022 12:00:00 AM,15,41,62,,2023/11/16 13:10:00+00,1323
19137,8/22/2021 12:00:00 AM,7,51,11,,2023/11/16 13:10:00+00,1324
19149,1/24/2021 12:00:00 AM,12,152,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1325
19134,11/28/2021 12:00:00 AM,162,331,716,,2023/11/16 13:10:00+00,1326
19143,7/18/2021 12:00:00 AM,21,341,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1327
19124,6/26/2022 12:00:00 AM,37,44,72,,2023/11/16 13:10:00+00,1328
19147,7/31/2022 12:00:00 AM,76,124,33,,2023/11/16 13:10:00+00,1329
19139,12/26/2021 12:00:00 AM,89,134,410,,2023/11/16 13:10:00+00,1330
19128,5/30/2021 12:00:00 AM,19,409,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1331
19148,1/2/2022 12:00:00 AM,285,334,915,,2023/11/16 13:10:00+00,1332
19131,4/10/2022 12:00:00 AM,38,65,74,,2023/11/16 13:10:00+00,1333
19138,3/28/2021 12:00:00 AM,46,1493,6,,2023/11/16 13:10:00+00,1334
19122,12/12/2021 12:00:00 AM,111,81,434,,2023/11/16 13:10:00+00,1335
19115,7/25/2021 12:00:00 AM,13,145,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1336
19139,4/24/2022 12:00:00 AM,30,55,68,,2023/11/16 13:10:00+00,1337
19120,2/27/2022 12:00:00 AM,64,251,190,,2023/11/16 13:10:00+00,1338
19132,3/13/2022 12:00:00 AM,21,78,69,,2023/11/16 13:10:00+00,1339
19112,8/15/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1340
19154,10/17/2021 12:00:00 AM,47,108,321,,2023/11/16 13:10:00+00,1341
19142,6/26/2022 12:00:00 AM,21,38,41,,2023/11/16 13:10:00+00,1342
19138,1/10/2021 12:00:00 AM,8,33,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1343
19148,5/8/2022 12:00:00 AM,21,44,72,,2023/11/16 13:10:00+00,1344
19125,7/18/2021 12:00:00 AM,7,52,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1345
19128,7/10/2022 12:00:00 AM,75,25,39,,2023/11/16 13:10:00+00,1346
19121,7/31/2022 12:00:00 AM,27,19,35,,2023/11/16 13:10:00+00,1347
19116,5/9/2021 12:00:00 AM,31,809,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1348
19107,6/26/2022 12:00:00 AM,12,6,13,,2023/11/16 13:10:00+00,1349
19153,5/9/2021 12:00:00 AM,18,307,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1350
19149,8/7/2022 12:00:00 AM,26,18,10,,2023/11/16 13:10:00+00,1351
19141,7/10/2022 12:00:00 AM,26,16,35,,2023/11/16 13:10:00+00,1352
19148,7/31/2022 12:00:00 AM,67,57,70,,2023/11/16 13:10:00+00,1353
19147,1/2/2022 12:00:00 AM,205,166,680,,2023/11/16 13:10:00+00,1354
19136,12/26/2021 12:00:00 AM,100,117,414,,2023/11/16 13:10:00+00,1355
19151,1/10/2021 12:00:00 AM,,42,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1356
19121,5/8/2022 12:00:00 AM,17,29,46,,2023/11/16 13:10:00+00,1357
19135,11/29/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1358
19127,5/30/2021 12:00:00 AM,6,55,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1359
19139,10/10/2021 12:00:00 AM,61,286,154,,2023/11/16 13:10:00+00,1360
19102,7/31/2022 12:00:00 AM,,11,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1361
19106,7/18/2021 12:00:00 AM,9,17,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1362
19135,5/9/2021 12:00:00 AM,55,848,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1363
19149,12/13/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1364
19114,5/29/2022 12:00:00 AM,8,12,23,,2023/11/16 13:10:00+00,1365
19133,8/22/2021 12:00:00 AM,34,187,27,,2023/11/16 13:10:00+00,1366
19148,6/5/2022 12:00:00 AM,28,29,75,,2023/11/16 13:10:00+00,1367
19139,3/27/2022 12:00:00 AM,14,64,77,,2023/11/16 13:10:00+00,1368
19136,8/22/2021 12:00:00 AM,30,283,37,,2023/11/16 13:10:00+00,1369
19148,1/24/2021 12:00:00 AM,7,278,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1370
19116,8/8/2021 12:00:00 AM,30,154,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1371
19119,10/3/2021 12:00:00 AM,33,93,328,,2023/11/16 13:10:00+00,1372
19111,5/29/2022 12:00:00 AM,24,39,68,,2023/11/16 13:10:00+00,1373
19135,11/28/2021 12:00:00 AM,75,195,380,,2023/11/16 13:10:00+00,1374
19112,3/6/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1375
19151,5/2/2021 12:00:00 AM,21,663,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1376
19127,11/21/2021 12:00:00 AM,33,10,118,,2023/11/16 13:10:00+00,1377
19146,6/12/2022 12:00:00 AM,31,25,69,,2023/11/16 13:10:00+00,1378
19125,10/24/2021 12:00:00 AM,108,76,472,,2023/11/16 13:10:00+00,1379
19142,5/1/2022 12:00:00 AM,13,37,23,,2023/11/16 13:10:00+00,1380
19106,1/3/2021 12:00:00 AM,7,170,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1381
19148,7/4/2021 12:00:00 AM,50,339,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1382
19102,6/20/2021 12:00:00 AM,7,23,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1383
19125,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1384
19123,3/20/2022 12:00:00 AM,17,10,27,,2023/11/16 13:10:00+00,1385
19142,12/12/2021 12:00:00 AM,91,191,382,,2023/11/16 13:10:00+00,1386
19152,3/13/2022 12:00:00 AM,20,42,50,,2023/11/16 13:10:00+00,1387
19115,7/3/2022 12:00:00 AM,11,21,28,,2023/11/16 13:10:00+00,1388
19134,10/17/2021 12:00:00 AM,88,307,234,,2023/11/16 13:10:00+00,1389
19137,11/14/2021 12:00:00 AM,14,23,99,,2023/11/16 13:10:00+00,1390
19116,2/13/2022 12:00:00 AM,31,95,80,,2023/11/16 13:10:00+00,1391
19140,2/27/2022 12:00:00 AM,54,199,118,,2023/11/16 13:10:00+00,1392
19132,1/9/2022 12:00:00 AM,148,212,414,,2023/11/16 13:10:00+00,1393
19104,4/18/2021 12:00:00 AM,164,853,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1394
19153,3/21/2021 12:00:00 AM,16,390,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1395
19116,2/28/2021 12:00:00 AM,54,441,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1396
19144,6/27/2021 12:00:00 AM,13,242,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1397
19124,10/31/2021 12:00:00 AM,117,373,544,,2023/11/16 13:10:00+00,1398
19152,5/23/2021 12:00:00 AM,61,651,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1399
19123,6/13/2021 12:00:00 AM,13,122,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1400
19103,7/11/2021 12:00:00 AM,9,29,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1401
19115,3/14/2021 12:00:00 AM,80,801,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1402
19122,12/19/2021 12:00:00 AM,80,55,353,,2023/11/16 13:10:00+00,1403
19113,2/28/2021 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1404
19137,1/9/2022 12:00:00 AM,21,34,78,,2023/11/16 13:10:00+00,1405
19106,7/11/2021 12:00:00 AM,6,10,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1406
19141,6/27/2021 12:00:00 AM,18,201,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1407
19127,12/19/2021 12:00:00 AM,58,16,138,,2023/11/16 13:10:00+00,1408
19126,6/13/2021 12:00:00 AM,,182,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1409
19119,10/24/2021 12:00:00 AM,73,113,809,,2023/11/16 13:10:00+00,1410
19149,1/31/2021 12:00:00 AM,17,260,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1411
19121,10/31/2021 12:00:00 AM,72,184,297,,2023/11/16 13:10:00+00,1412
19119,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1413
19137,3/13/2022 12:00:00 AM,,7,6,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1414
19151,10/17/2021 12:00:00 AM,35,171,180,,2023/11/16 13:10:00+00,1415
19148,9/19/2021 12:00:00 AM,41,242,67,,2023/11/16 13:10:00+00,1416
19125,2/27/2022 12:00:00 AM,20,37,48,,2023/11/16 13:10:00+00,1417
19127,12/12/2021 12:00:00 AM,57,26,204,,2023/11/16 13:10:00+00,1418
19152,11/14/2021 12:00:00 AM,90,114,560,,2023/11/16 13:10:00+00,1419
19123,11/28/2021 12:00:00 AM,111,117,423,,2023/11/16 13:10:00+00,1420
19148,2/6/2022 12:00:00 AM,128,328,268,,2023/11/16 13:10:00+00,1421
19104,3/6/2022 12:00:00 AM,72,82,107,,2023/11/16 13:10:00+00,1422
19107,5/29/2022 12:00:00 AM,,11,28,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1423
19120,8/22/2021 12:00:00 AM,75,579,46,,2023/11/16 13:10:00+00,1424
19148,2/7/2021 12:00:00 AM,36,487,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1425
19148,12/6/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1426
19111,5/15/2022 12:00:00 AM,36,69,85,,2023/11/16 13:10:00+00,1427
19151,1/17/2021 12:00:00 AM,6,58,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1428
19128,3/6/2022 12:00:00 AM,20,25,53,,2023/11/16 13:10:00+00,1429
19103,3/27/2022 12:00:00 AM,35,53,84,,2023/11/16 13:10:00+00,1430
19123,10/3/2021 12:00:00 AM,41,79,127,,2023/11/16 13:10:00+00,1431
19148,11/7/2021 12:00:00 AM,180,187,879,,2023/11/16 13:10:00+00,1432
19133,7/25/2021 12:00:00 AM,21,146,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1433
19153,7/3/2022 12:00:00 AM,,9,8,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1434
19114,3/13/2022 12:00:00 AM,13,24,25,,2023/11/16 13:10:00+00,1435
19106,2/27/2022 12:00:00 AM,9,6,13,,2023/11/16 13:10:00+00,1436
19149,9/12/2021 12:00:00 AM,78,532,44,,2023/11/16 13:10:00+00,1437
19104,12/12/2021 12:00:00 AM,879,264,1963,,2023/11/16 13:10:00+00,1438
19146,3/7/2021 12:00:00 AM,96,648,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1439
19134,1/16/2022 12:00:00 AM,157,287,465,,2023/11/16 13:10:00+00,1440
19119,7/24/2022 12:00:00 AM,65,63,59,,2023/11/16 13:10:00+00,1441
19150,2/13/2022 12:00:00 AM,17,84,72,,2023/11/16 13:10:00+00,1442
19146,4/4/2021 12:00:00 AM,121,2276,6,,2023/11/16 13:10:00+00,1443
19134,9/5/2021 12:00:00 AM,58,472,25,,2023/11/16 13:10:00+00,1444
19134,8/15/2021 12:00:00 AM,87,373,33,,2023/11/16 13:10:00+00,1445
19103,7/18/2021 12:00:00 AM,18,39,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1446
19107,7/31/2022 12:00:00 AM,10,9,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1447
19130,5/9/2021 12:00:00 AM,68,1154,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1448
19149,5/9/2021 12:00:00 AM,208,1809,11,,2023/11/16 13:10:00+00,1449
19124,2/20/2022 12:00:00 AM,97,294,201,,2023/11/16 13:10:00+00,1450
19103,11/29/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1451
19145,10/10/2021 12:00:00 AM,65,260,364,,2023/11/16 13:10:00+00,1452
19111,5/30/2021 12:00:00 AM,65,962,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1453
19153,8/7/2022 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1454
19106,8/29/2021 12:00:00 AM,15,33,74,,2023/11/16 13:10:00+00,1455
19148,4/4/2021 12:00:00 AM,212,3127,19,,2023/11/16 13:10:00+00,1456
19148,3/7/2021 12:00:00 AM,121,688,6,,2023/11/16 13:10:00+00,1457
19111,4/24/2022 12:00:00 AM,52,68,151,,2023/11/16 13:10:00+00,1458
19132,1/30/2022 12:00:00 AM,77,325,187,,2023/11/16 13:10:00+00,1459
19147,9/12/2021 12:00:00 AM,22,132,73,,2023/11/16 13:10:00+00,1460
19153,11/14/2021 12:00:00 AM,23,53,161,,2023/11/16 13:10:00+00,1461
19126,12/12/2021 12:00:00 AM,48,63,290,,2023/11/16 13:10:00+00,1462
19116,1/16/2022 12:00:00 AM,80,103,328,,2023/11/16 13:10:00+00,1463
19124,2/27/2022 12:00:00 AM,82,264,187,,2023/11/16 13:10:00+00,1464
19149,9/19/2021 12:00:00 AM,64,433,68,,2023/11/16 13:10:00+00,1465
19116,8/15/2021 12:00:00 AM,16,180,60,,2023/11/16 13:10:00+00,1466
19116,9/5/2021 12:00:00 AM,22,170,25,,2023/11/16 13:10:00+00,1467
19136,3/13/2022 12:00:00 AM,18,70,74,,2023/11/16 13:10:00+00,1468
19111,7/25/2021 12:00:00 AM,50,320,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1469
19150,10/17/2021 12:00:00 AM,24,124,205,,2023/11/16 13:10:00+00,1470
19122,9/19/2021 12:00:00 AM,12,136,13,,2023/11/16 13:10:00+00,1471
19119,2/13/2022 12:00:00 AM,22,57,56,,2023/11/16 13:10:00+00,1472
19138,11/14/2021 12:00:00 AM,73,149,497,,2023/11/16 13:10:00+00,1473
19135,1/23/2022 12:00:00 AM,97,216,218,,2023/11/16 13:10:00+00,1474
19131,5/22/2022 12:00:00 AM,21,35,60,,2023/11/16 13:10:00+00,1475
19141,8/29/2021 12:00:00 AM,25,201,47,,2023/11/16 13:10:00+00,1476
19150,7/24/2022 12:00:00 AM,12,16,29,,2023/11/16 13:10:00+00,1477
19152,10/24/2021 12:00:00 AM,68,165,579,,2023/11/16 13:10:00+00,1478
19150,11/21/2021 12:00:00 AM,53,72,330,,2023/11/16 13:10:00+00,1479
19154,3/20/2022 12:00:00 AM,8,20,24,,2023/11/16 13:10:00+00,1480
19135,5/1/2022 12:00:00 AM,19,28,42,,2023/11/16 13:10:00+00,1481
19131,6/12/2022 12:00:00 AM,22,41,64,,2023/11/16 13:10:00+00,1482
19126,5/2/2021 12:00:00 AM,28,365,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1483
19111,7/17/2022 12:00:00 AM,42,48,54,,2023/11/16 13:10:00+00,1484
19102,1/31/2021 12:00:00 AM,,153,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1485
19129,4/25/2021 12:00:00 AM,23,293,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1486
19152,12/20/2020 12:00:00 AM,,,,"Null Value Suppressed, Count <6",2023/11/16 13:10:00+00,1487
